INDEXCODE,SECUCODE,TRADEDATE,NAME,CLOSE,PCTCHANGE,WEIGHT,CONTRIBUTEPT,SHRMARKETVALUE,MV,TOTALTRADABLE,SHARETOTAL
000016.SH,600690.SH,2025/9/23,海尔智家,25.58,-0.466926070039,1.086,-0.207068,1599.901380101,2400.1492308372,62.54501095,93.82913334
000016.SH,600030.SH,2025/9/23,中信证券,28.5,-0.972897845726,3.386,-1.345208,3470.31702759,4223.855846265,121.76550974,148.20546829
000016.SH,600036.SH,2025/9/23,招商银行,41.55,1.539589442815,5.8500000000000005,3.677868,8571.3264102495,10478.8458472155,206.28944429,252.19845601
000016.SH,601328.SH,2025/9/23,交通银行,6.94,1.908957415565,2.137,1.665851,1809.4273060885998,6132.4466250762,260.72439569,883.63784223
000016.SH,601988.SH,2025/9/23,中国银行,5.3,1.727447216891,0.8710000000000001,0.61441,11170.572286838,17077.257826142,2107.65514846,3222.12411814
000016.SH,600050.SH,2025/9/23,中国联通,5.42,-0.91407678245,0.9820000000000001,-0.366547,1667.5619760834,1694.5318527234,307.66826127,312.64425327
000016.SH,601628.SH,2025/9/23,中国人寿,37.95,0.21124900977,0.773,0.066682,7902.529635,10726.4555475,208.2353,282.64705
000016.SH,601318.SH,2025/9/23,中国平安,55.02,-0.235720761559,7.102,-0.683619,5865.167808666601,9962.824625649,106.60065083,181.07641995
000016.SH,601601.SH,2025/9/23,中国太保,34.79,-0.172166427547,1.52,-0.106863,2381.3899221945003,3346.9167921945,68.45041455,96.20341455
000016.SH,600887.SH,2025/9/23,伊利股份,27.38,-0.617059891107,1.991,-0.501688,1723.2779576098,1731.8837506246,62.93929721,63.25360667
000016.SH,601857.SH,2025/9/23,中国石油,8.14,0.493827160494,1.089,0.219603,13180.4571343852,14897.9075943852,1619.22077818,1830.20977818
000016.SH,601600.SH,2025/9/23,中国铝业,7.58,-1.430429128739,0.6839999999999999,-0.399538,997.9541793602,1300.3969115124,131.65622419,171.55632078
000016.SH,601766.SH,2025/9/23,中国中车,7.49,0.133689839572,1.028,0.056121,1822.1520737951998,2149.5449201912,243.27798048,286.98864088
000016.SH,600048.SH,2025/9/23,保利发展,7.62,-2.557544757033,0.63,-0.657959,912.1477884516,912.1477884516,119.70443418,119.70443418
000016.SH,601668.SH,2025/9/23,中国建筑,5.55,0.909090909091,1.273,0.472575,2293.281669642,2293.281669642,413.20390444,413.20390444
000016.SH,601888.SH,2025/9/23,中国中免,70.01,-4.148411829135,0.745,-1.262041,1366.9281283544,1448.4082167044,19.52475544,20.68859044
000016.SH,601012.SH,2025/9/23,隆基绿能,16.29,-1.867469879518,1.147,-0.874686,1234.4647009364999,1234.4659301799,75.78052185,75.78059731
000016.SH,601919.SH,2025/9/23,中远海控,14.53,0.693000693001,1.0619999999999998,0.300534,1832.2235902267,2250.6613635767,126.09935239,154.89754739
000016.SH,601088.SH,2025/9/23,中国神华,38.86,0.908854842898,1.362,0.505484,6408.417349313,7720.906854513,164.91037955,198.68519955
000016.SH,603993.SH,2025/9/23,洛阳钼业,12.52,-1.494885916601,0.9570000000000001,-0.584192,2186.0974404352,2678.5676340352,174.60842176,213.94310176
000016.SH,601225.SH,2025/9/23,陕西煤业,20.66,0.928187591597,0.8710000000000001,0.330133,2002.987,2002.987,96.95,96.95
000016.SH,601211.SH,2025/9/23,国泰海通,18.63,-1.219512195122,2.611,-1.300255,2513.9309508585,3284.268881942701,134.93993295,176.28925829
000016.SH,601985.SH,2025/9/23,中国核电,8.53,0.827423167849,0.808,0.273007,1610.7441991551002,1754.4505769122,188.83284867,205.68002074
000016.SH,601127.SH,2025/9/23,赛力斯,142,-1.86592950933,1.232,-0.938731,2143.89071406,2319.37984212,15.09782193,16.33366086
000016.SH,603501.SH,2025/9/23,豪威集团,143,-2.262319732076,1.345,-1.242544,1724.59513655,1724.59513655,12.06010585,12.06010585
000016.SH,688111.SH,2025/9/23,金山办公,295.46,-3.909197346169,0.8540000000000001,-1.363267,1368.5095390978,1368.5095390978,4.63179293,4.63179293
000016.SH,603259.SH,2025/9/23,药明康德,104.78,-3.898009722095,2.847,-4.531748,2591.5030417588,3092.5887579808,24.73280246,29.51506736
000016.SH,688012.SH,2025/9/23,中微公司,280,9.119251753702,1.0330000000000001,3.846758,1753.2068596,1753.2068596,6.26145307,6.26145307
000016.SH,688008.SH,2025/9/23,澜起科技,126.31,0.814111261872,1.55,0.515289,1446.4406449229998,1446.440644923,11.4515133,11.4515133
000016.SH,601658.SH,2025/9/23,邮储银行,6.05,1.510067114094,0.734,0.452614,4060.9049096,7265.750736266,671.223952,1200.95053492
000016.SH,601816.SH,2025/9/23,京沪高铁,5.22,1.162790697674,1.727,0.820029,2553.920463114,2553.920463114,489.2567937,489.2567937
000016.SH,688256.SH,2025/9/23,寒武纪,1350.38,-3.406294706724,3.433,-4.775198,5649.3177548512,5649.3177548512,4.18350224,4.18350224
000016.SH,688981.SH,2025/9/23,中芯国际,128.51,-0.318026683214,2.5149999999999997,-0.326616,2569.6378317199,10279.8361428725,19.99562549,79.99249975
000016.SH,601728.SH,2025/9/23,中国电信,6.69,-0.594353640416,1.302,-0.316003,5193.4288499631,6121.827578963101,776.29728699,915.07138699
000016.SH,600941.SH,2025/9/23,中国移动,106.17,1.133549247476,1.089,0.504085,958.4686443939,22955.0511214971,9.02767867,216.21033363
000016.SH,688041.SH,2025/9/23,海光信息,254.66,-2.507560966272,1.9929999999999999,-2.04077,5919.159382540601,5919.159382540601,23.24338091,23.24338091
